subject,eye,trial,target_freq,el_freq,ah_freq,el_freq_gain,ah_freq_gain,target_amp,el_amp,ah_amp,el_amp_gain,ah_amp_gain
AE05,left,17,0.1,0.101781633,0.124214705,1.01781633,1.24214705,9,8.039849657,5.929861527,0.893316629,0.658873503
AE05,left,18,0.1,0.0988418,0.131874074,0.988418,1.318740736,9,8.434562106,5.165404281,0.937173567,0.573933809
AE05,left,19,0.2,0.203905733,0.12516778,1.019528665,0.6258389,9,8.675698589,11.06512207,0.96396651,1.229458007
AE05,left,22,0.2,0.204796072,0.127610723,1.023980361,0.638053617,9,8.517298358,10.52877264,0.946366484,1.169863627
AE05,left,25,0.1,0.100602797,0.142226801,1.006027968,1.422268014,9,8.118046172,6.043204009,0.90200513,0.671467112
AE05,left,27,0.2,0.207644566,0.199475591,1.038222831,0.997377954,9,9.334317172,10.1020459,1.037146352,1.122449545
AE05,left,29,0.1,0.105372312,0.10518586,1.053723121,1.051858599,9,8.435099862,9.551643924,0.937233318,1.061293769
AE06,right,1,0.2,0.201029131,0.195328392,1.005145654,0.976641958,9,8.540744279,7.936373534,0.948971587,0.881819282
AE06,right,2,0.1,0.101840938,0.107904828,1.018409375,1.079048279,9,8.315536896,8.321628016,0.923948544,0.924625335
AE06,right,3,0.1,0.104451719,0.104924837,1.044517189,1.049248374,9,8.222074359,8.36267188,0.913563818,0.929185765
AE06,right,4,0.2,0.207883002,0.2031684,1.039415011,1.015842002,9,8.178184351,8.04535595,0.90868715,0.893928439
AE06,right,6,0.1,0.099727564,0.103330159,0.99727564,1.033301586,9,8.846648643,7.354215643,0.98296096,0.817135072
AE06,right,8,0.2,0.211573412,0.20106945,1.05786706,1.005347248,9,8.203684141,8.226794364,0.91152046,0.914088263
AE06,right,9,0.1,0.101630264,0.100936532,1.016302643,1.009365318,9,9.120483279,6.655542086,1.013387031,0.739504676
AE06,right,12,0.2,0.2202061,0.212814315,1.1010305,1.064071576,9,7.954055619,8.051639389,0.883783958,0.894626599
AE06,right,14,0.2,0.198445267,0.195046421,0.992226333,0.975232105,9,8.14941012,8.382999035,0.905490013,0.931444337
AE06,right,15,0.1,0.10175208,0.103002042,1.017520796,1.03002042,9,8.300477821,6.347826087,0.922275313,0.70531401
AE06,right,16,0.2,0.213663311,0.20153864,1.068316556,1.007693199,9,7.819610655,7.472095314,0.868845628,0.830232813
AE06,right,17,0.1,0.10179197,0.105113793,1.017919701,1.051137928,9,8.372053694,6.557239172,0.930228188,0.72858213
AE06,right,18,0.1,0.098004768,0.106797345,0.980047675,1.067973445,9,8.041552442,6.848064777,0.893505827,0.760896086
AE06,right,19,0.2,0.196562275,0.195806607,0.982811375,0.979033035,9,8.292749012,8.393216023,0.921416557,0.932579558
AE06,right,22,0.2,0.199882166,0.198881924,0.999410827,0.994409622,9,8.108909302,8.253873768,0.900989922,0.917097085
AE06,right,25,0.1,0.094163918,0.111436881,0.941639182,1.114368808,9,6.776250374,7.745631926,0.752916708,0.86062577
AE06,right,27,0.2,0.19659722,0.199058889,0.9829861,0.995294446,9,7.837445653,7.524310483,0.870827295,0.836034498
AE06,left,1,0.2,0.202016965,0.19146905,1.010084824,0.957345249,9,8.185725094,7.787404605,0.909525011,0.865267178
AE06,left,2,0.1,0.099181869,0.107842229,0.991818685,1.078422291,9,8.719928526,6.304437328,0.968880947,0.700493036
AE06,left,3,0.1,0.103149558,0.104905939,1.031495575,1.049059391,9,8.557260051,7.409164255,0.950806672,0.823240473
AE06,left,4,0.2,0.205043173,0.194639552,1.025215863,0.973197759,9,8.347780233,8.271663474,0.927531137,0.919073719
AE06,left,6,0.1,0.1016073,0.103206299,1.016073,1.032062993,9,8.392203151,8.189236267,0.932467017,0.909915141
AE06,left,8,0.2,0.206359146,0.201637726,1.031795729,1.008188628,9,8.51105215,8.254062417,0.945672461,0.917118046
AE06,left,9,0.1,0.099405465,0.108266894,0.994054648,1.082668943,9,8.539055545,8.439525204,0.94878395,0.937725023
AE06,left,12,0.2,0.215917835,0.216393428,1.079589175,1.081967141,9,8.275136003,7.486649894,0.919459556,0.831849988
AE06,left,14,0.2,0.203329813,0.196491654,1.016649064,0.982458271,9,8.518883993,7.945399585,0.946542666,0.882822176
